2025-08-12 16:16:01.132  1123-1256  ApfFilter               com.android.networkstack.process     D  (wlan0): Adding RA fe80::2 -> ff02::1 1800s fec0::/64 86400s/14400s
2025-08-12 16:16:07.861   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=24
2025-08-12 16:16:07.878   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=25
2025-08-12 16:16:07.894   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=26
2025-08-12 16:16:07.911   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=27
2025-08-12 16:16:07.927   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=28
2025-08-12 16:16:07.944   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=29
2025-08-12 16:16:07.961   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=30
2025-08-12 16:16:07.978   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=31
2025-08-12 16:16:07.994   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=32
2025-08-12 16:16:08.011   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=33
2025-08-12 16:16:08.027   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=34
2025-08-12 16:16:08.044   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=35
2025-08-12 16:16:08.061   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=36
2025-08-12 16:16:08.078   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=37
2025-08-12 16:16:08.094   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=38
2025-08-12 16:16:08.111   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=39
2025-08-12 16:16:08.127   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=40
2025-08-12 16:16:08.144   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=41
2025-08-12 16:16:08.160   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=42
2025-08-12 16:16:08.179   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=43
2025-08-12 16:16:08.194   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=44
2025-08-12 16:16:08.210   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=45
2025-08-12 16:16:08.227   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=46
2025-08-12 16:16:08.244   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=47
2025-08-12 16:16:08.260   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=48
2025-08-12 16:16:08.278   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=49
2025-08-12 16:16:08.294   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=50
2025-08-12 16:16:08.310   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=51
2025-08-12 16:16:08.328   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=52
2025-08-12 16:16:08.344   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=53
2025-08-12 16:16:08.361   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=54
2025-08-12 16:16:08.378   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=55
2025-08-12 16:16:08.394   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=56
2025-08-12 16:16:08.411   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=57
2025-08-12 16:16:08.428   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=58
2025-08-12 16:16:08.445   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=59
2025-08-12 16:16:08.445  1165-1165  ScalingWor...RevealAnim com...le.android.apps.nexuslauncher  D  alpha of workspace at the end of animation: 1.0
2025-08-12 16:16:08.446  1029-1090  WindowManagerShell      com.android.systemui                 V  Transition animation finished (aborted=false), notifying core (#21) android.os.BinderProxy@5593d1f@0
2025-08-12 16:16:08.448   747-776   WindowManager           system_server                        V  Finish Transition (#21): created at 08-12 16:16:07.325 collect-started=0.039ms request-sent=0.084ms started=9.047ms ready=97.968ms sent=102.765ms commit=16.992ms finished=1121.899ms
2025-08-12 16:16:08.451  1029-1090  WindowManagerShell      com.android.systemui                 V  Track 0 became idle
2025-08-12 16:16:08.451  1029-1090  WindowManagerShell      com.android.systemui                 V  All active transition animations finished
2025-08-12 16:16:08.452  1165-1165  RecentsView             com...le.android.apps.nexuslauncher  D  onTaskRemoved: 682, not handling task stack changes
2025-08-12 16:16:08.453  1165-1165  RecentsView             com...le.android.apps.nexuslauncher  D  onTaskRemoved: 682, not handling task stack changes
2025-08-12 16:16:08.462   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=60
2025-08-12 16:16:08.478   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=61
